food_key,nutrition_basis,basis_amount_g,basis_note
granola_bar,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
granulated_sugar,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
grapefruit_juice,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
grapes,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
greek_yogurt_plain,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
greek_yogurt_strawberry,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
green_beans_canned,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
green_olives,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
grilled_fish,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
ground_turkey_93_lean,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
haddock_raw,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
ham_restaurant,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
hawawshi,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
hot_dog,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
hummus,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
ice_cream_vanilla,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
italian_pork_sausage,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
kabsa_chicken,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
kale_frozen_cooked,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
kale_raw,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
kebab_grilled,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
ketchup,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
kiwi,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
kiwi_raw,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
kofta_grilled,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
koshari,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
kunafa,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
labneh,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
lamb_chop_grilled,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
lamb_shank_cooked,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
lamb_with_rice,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
large_egg_white,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
large_egg_whole,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
large_egg_yolk,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
lasagna,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
lemonade,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
lentil_soup,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
lentils_cooked,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
lettuce,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
macaroni_bechamel,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
mahshi,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
mandi_chicken,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
mango,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
marinara_sauce,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
meatballs,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
milk_1_percent,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
milk_2_percent,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
milk_skim,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
milk_whole,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
mixed_salad,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
molokhia,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
mozzarella_cheese,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
nectarines_raw,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
nuts_mixed,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
oatmeal_raisin_cookies,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
oats_cooked,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
onion_rings_baked,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
orange,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
orange_juice,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
oranges_raw,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
parmesan_cheese,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
pasta_alfredo,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
pasta_cooked,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
peaches_raw,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
peanut_butter,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
peanuts,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
pear,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
pears_raw,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
peas_cooked,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
pineapple,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
pita_bread,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
pizza_slice,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
pollock_raw,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
popcorn_butter,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
popcorn_plain,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
pork_tamale,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
porterhouse_steak,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
potato_baked,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
potato_chips,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
queso_seco,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
quinoa_cooked,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
red_onion_raw,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
rice_brown_cooked,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
rice_pudding,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
rice_white_cooked,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
ricotta_cheese,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
roasted_lamb,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
romaine_lettuce,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
salmon_grilled,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
salsa,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
sandwich_cheese,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
sandwich_turkey,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
sardines_canned,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
sausage_beef,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
scrambled_egg,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
sea_bass_grilled,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
shawarma_chicken,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
shrimp_cooked,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
smoothie_fruit,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
soup_chicken,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
spaghetti_tomato_sauce,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
sparkling_water,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
spinach,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
sports_drink,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
strawberries,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
strawberries_raw,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
sunflower_seeds,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
sweet_potato_baked,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
sweet_sour_pork,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
swiss_cheese,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
tbone_steak_grilled,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
tea_sweetened,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
tea_unsweetened,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
tilapia_grilled,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
tofu_firm,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
tomato,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
tomatoes_grape,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
tortilla_wrap,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
tuna_canned,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
turkey_breakfast_sausage,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
turkey_slices,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
veggie_burger,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
water,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
watermelon,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
white_onion_raw,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
yellow_mustard,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
yellow_onion_raw,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
yogurt_fruit,per_100g,100,All nutrient values in foods.csv are expressed per 100 g edible portion.
fndds_goat_milk,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_buttermilk,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_milk_evaporated_whole,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_milk_lactose_free_whole,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_milk_reduced_fat_2,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_milk_evaporated_reduced_fat_2,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_milk_lactose_free_reduced_fat_2,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_kefir,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_milk_low_fat_1,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_milk_lactose_free_low_fat_1,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_milk_fat_free_skim,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_milk_dry_reconstituted_nonfat,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_milk_evaporated_fat_free_skim,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_milk_lactose_free_fat_free_skim,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_strawberry_milk_whole,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_chocolate_milk_whole,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_milk_condensed_sweetened,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_chocolate_milk_reduced_sugar_whole,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_milk_malted,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_strawberry_milk_reduced_fat_2,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_chocolate_milk_reduced_fat_2,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_hot_chocolate_cocoa_with_whipped_cream,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_chocolate_milk_reduced_sugar_reduced_fat_2,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_strawberry_milk_reduced_sugar,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_strawberry_milk_low_fat_1,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_chocolate_milk_low_fat_1,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_chocolate_milk_reduced_sugar_low_fat_1,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_strawberry_milk_fat_free_skim,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_chocolate_milk_fat_free_skim,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_hot_chocolate_cocoa_dry_mix_made_with_water,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_chocolate_milk_reduced_sugar_fat_free_skim,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_hot_chocolate_cocoa_dry_mix_reduced_sugar_made_with_water,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_eggnog,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_milk_shake_with_malt,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_chocolate_milk_drink,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_ice_cream_soda_chocolate,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_milk_shake_bottled_chocolate,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_milk_shake_home_recipe_chocolate,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_cheese_ball,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_queso_fresco,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_queso_cotija,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_queso_asadero,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_cheese_brie,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_cheese_feta,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_cheese_goat,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_imitation_cheese,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_cheese_brick,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_cheese_colby,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_cheese_swiss,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_cheese_paneer,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_cheese_cheddar,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_cheese_ricotta,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_puerto_rican_white_cheese,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_cottage_cheese_farmer_s,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_cheese_cottage_low_fat,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_cheese_cottage_dry_curd,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_cheese_cottage_with_fruit,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_cheese_cottage_with_vegetables,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_yogurt_tube,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_yogurt_liquid,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_yogurt_whole_milk_plain,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_yogurt_nonfat_milk_plain,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_yogurt_parfait_with_fruit,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_yogurt_low_fat_milk_plain,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_yogurt_greek_with_oats,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_yogurt_greek_whole_milk_plain,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
fndds_yogurt_greek_nonfat_milk_plain,per_100g,100,USDA FoodData Central FNDDS nutrient values are stored on a per-100-gram edible-portion basis.
