food_key,source_type,source_reference,source_note,source_review_status
flour_soy_full_fat,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
flour_whole_wheat,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
foul_medames,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
french_fries,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
fried_chicken_piece,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
fried_rice_chinese,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
garlic_raw,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
granola_bar,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
granulated_sugar,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
grapefruit_juice,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
grapes,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
greek_yogurt_plain,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
greek_yogurt_strawberry,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
green_beans_canned,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
green_olives,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
grilled_fish,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
ground_turkey_93_lean,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
haddock_raw,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
ham_restaurant,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
hawawshi,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
hot_dog,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
hummus,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
ice_cream_vanilla,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
italian_pork_sausage,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
kabsa_chicken,curated_common_average,,"Approximate common prepared-food average per 100 g, added for image/text lookup coverage only.",REVIEW_REQUIRED_BEFORE_RECOMMENDATION_OR_PLAN
kale_frozen_cooked,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
kale_raw,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
kebab_grilled,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
ketchup,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
kiwi,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
kiwi_raw,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
kofta_grilled,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
koshari,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
kunafa,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
labneh,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
lamb_chop_grilled,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
lamb_shank_cooked,curated_common_average,,"Approximate common prepared-food average per 100 g, added for image/text lookup coverage only.",REVIEW_REQUIRED_BEFORE_RECOMMENDATION_OR_PLAN
lamb_with_rice,curated_common_average,,"Approximate common prepared-food average per 100 g, added for image/text lookup coverage only.",REVIEW_REQUIRED_BEFORE_RECOMMENDATION_OR_PLAN
large_egg_white,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
large_egg_whole,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
large_egg_yolk,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
lasagna,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
lemonade,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
lentil_soup,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
lentils_cooked,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
lettuce,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
macaroni_bechamel,curated_common_average,,"Approximate common prepared-food average per 100 g, added for image/text lookup coverage only.",REVIEW_REQUIRED_BEFORE_RECOMMENDATION_OR_PLAN
mahshi,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
mandi_chicken,curated_common_average,,"Approximate common prepared-food average per 100 g, added for image/text lookup coverage only.",REVIEW_REQUIRED_BEFORE_RECOMMENDATION_OR_PLAN
mango,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
marinara_sauce,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
meatballs,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
milk_1_percent,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
milk_2_percent,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
milk_skim,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
milk_whole,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
mixed_salad,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
molokhia,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
mozzarella_cheese,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
nectarines_raw,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
nuts_mixed,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
oatmeal_raisin_cookies,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
oats_cooked,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
onion_rings_baked,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
orange,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
orange_juice,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
oranges_raw,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
parmesan_cheese,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
pasta_alfredo,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
pasta_cooked,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
peaches_raw,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
peanut_butter,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
peanuts,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
pear,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
pears_raw,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
peas_cooked,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
pineapple,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
pita_bread,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
pizza_slice,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
pollock_raw,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
popcorn_butter,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
popcorn_plain,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
pork_tamale,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
porterhouse_steak,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
potato_baked,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
potato_chips,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
queso_seco,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
quinoa_cooked,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
red_onion_raw,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
rice_brown_cooked,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
rice_pudding,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
rice_white_cooked,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
ricotta_cheese,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
roasted_lamb,curated_common_average,,"Approximate common prepared-food average per 100 g, added for image/text lookup coverage only.",REVIEW_REQUIRED_BEFORE_RECOMMENDATION_OR_PLAN
romaine_lettuce,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
salmon_grilled,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
salsa,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
sandwich_cheese,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
sandwich_turkey,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
sardines_canned,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
sausage_beef,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
scrambled_egg,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
sea_bass_grilled,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
shawarma_chicken,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
shrimp_cooked,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
smoothie_fruit,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
soup_chicken,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
spaghetti_tomato_sauce,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
sparkling_water,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
spinach,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
sports_drink,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
strawberries,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
strawberries_raw,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
sunflower_seeds,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
sweet_potato_baked,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
sweet_sour_pork,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
swiss_cheese,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
tbone_steak_grilled,legacy_mazaj_dataset,,Original row source identifier was not preserved in the supplied dataset.,SOURCE_REFERENCE_REQUIRED
